sample,seconds,register,value
39604,0.8980498866213152,0x1B,0x80
39619,0.898390022675737,0xE2,0xFF
39621,0.8984353741496599,0xEA,0x0F
39622,0.8984580498866214,0xF2,0x2F
39624,0.8985034013605442,0xFA,0x0F
39627,0.8985714285714286,0x1B,0x40
39647,0.8990249433106576,0x1B,0x80
39664,0.8994104308390023,0xE3,0xFF
39666,0.8994557823129252,0xEB,0x0F
39667,0.8994784580498866,0xF3,0x2F
39669,0.8995238095238095,0xFB,0x0F
39672,0.8995918367346939,0x1B,0x40
39692,0.900045351473923,0x1B,0x80
39709,0.9004308390022676,0xE4,0xFF
39711,0.9004761904761904,0xEC,0x0F
39712,0.9004988662131519,0xF4,0x2F
39714,0.9005442176870748,0xFC,0x0F
39717,0.9006122448979592,0x1B,0x40
40148,0.9103854875283447,0x30,0x58
40210,0.9117913832199547,0xE2,0xF4
40217,0.9119501133786848,0xF2,0x04
40224,0.912108843537415,0xEA,0x24
40232,0.9122902494331065,0xFA,0x07
40236,0.9123809523809524,0x08,0x7A
40266,0.9130612244897959,0x7B,0x14
40277,0.9133106575963719,0xE3,0xF4
40284,0.913469387755102,0xF3,0x04
40291,0.9136281179138322,0xEB,0x24
40299,0.9138095238095238,0xFB,0x07
40303,0.9139002267573696,0x08,0x7B
40333,0.9145804988662132,0x7C,0x17
40344,0.9148299319727892,0xE4,0xF4
40351,0.9149886621315193,0xF4,0x04
40358,0.9151473922902494,0xEC,0x24
40366,0.915328798185941,0xFC,0x07
40370,0.9154195011337869,0x08,0x7C
40871,0.926780045351474,0x30,0x74
41593,0.9431519274376418,0x30,0x90
42316,0.959546485260771,0x30,0xA8
43038,0.9759183673469388,0x30,0x10
43761,0.992312925170068,0x28,0x62
43763,0.9923582766439909,0x30,0xF4
43784,0.9928344671201814,0x08,0x01
44485,1.0087301587301587,0x30,0xDC
44522,1.0095691609977324,0x08,0x02
44712,1.013877551020408,0x1B,0x80
44726,1.0141950113378684,0x1B,0x40
45207,1.0251020408163265,0x30,0xC0
45403,1.029546485260771,0x1B,0x80
45420,1.0299319727891156,0x1B,0x40
45437,1.0303174603174603,0x1B,0x80
45454,1.030702947845805,0x1B,0x40
45930,1.0414965986394558,0x30,0xA4
45983,1.0426984126984127,0x7B,0x23
45989,1.0428344671201815,0x08,0x03
46005,1.0431972789115647,0x7C,0x23
46011,1.0433333333333332,0x08,0x04
46108,1.045532879818594,0x1B,0x80
46113,1.0456462585034014,0x1B,0x40
46179,1.0471428571428572,0x1B,0x80
46184,1.0472562358276645,0x1B,0x40
46652,1.0578684807256236,0x30,0x8C
46790,1.0609977324263038,0x1B,0x80
46796,1.0611337868480726,0x1B,0x40
46823,1.0617460317460317,0x1B,0x80
46832,1.0619501133786848,0x1B,0x40
46858,1.0625396825396825,0x1B,0x80
46882,1.0630839002267574,0xE9,0x0F
46883,1.0631065759637188,0xF1,0x0F
46885,1.0631519274376418,0xF9,0x0F
46888,1.0632199546485261,0x1B,0x40
46908,1.0636734693877552,0x1B,0x80
46927,1.0641043083900226,0xE2,0xFF
46929,1.0641496598639455,0xEA,0x0F
46930,1.064172335600907,0xF2,0x2F
46932,1.0642176870748299,0xFA,0x0F
46935,1.0642857142857143,0x1B,0x40
46955,1.0647392290249433,0x1B,0x80
46967,1.0650113378684807,0x1B,0x40
46984,1.0653968253968253,0x1B,0x80
46996,1.065668934240363,0x1B,0x40
47013,1.0660544217687076,0x1B,0x80
47022,1.0662585034013605,0x1B,0x40
47048,1.0668480725623584,0x1B,0x80
47070,1.0673469387755101,0xE5,0x1F
47072,1.067392290249433,0xED,0x2F
47073,1.0674149659863945,0xF5,0x1F
47075,1.0674603174603174,0xFD,0x0F
47078,1.0675283446712018,0x1B,0x40
47373,1.07421768707483,0x28,0x64
47376,1.0742857142857143,0x30,0x24
47419,1.0752607709750568,0xE9,0x01
47432,1.0755555555555556,0xF1,0x01
47444,1.075827664399093,0xF9,0x01
47449,1.0759410430839003,0x08,0x79
47461,1.0762131519274376,0x2A,0x24
47480,1.0766439909297052,0x7A,0x0D
47491,1.076893424036281,0xE2,0xF4
47498,1.0770521541950113,0xF2,0x04
47505,1.0772108843537416,0xEA,0x24
47513,1.077392290249433,0xFA,0x07
47517,1.077482993197279,0x08,0x7A
47577,1.078843537414966,0xE5,0x18
47589,1.0791156462585034,0xED,0x17
47601,1.0793877551020408,0xF5,0x27
47613,1.0796598639455783,0xFD,0x06
47618,1.0797732426303854,0x08,0x7D
48097,1.0906349206349206,0x30,0x40
48181,1.0925396825396825,0x08,0x05
48819,1.1070068027210884,0x30,0x5C
49543,1.1234240362811792,0x30,0x74
50264,1.1397732426303855,0x30,0x90
50988,1.1561904761904762,0x30,0xAC
51710,1.172562358276644,0x30,0x10
51747,1.1734013605442177,0x08,0x02
52432,1.1889342403628118,0x28,0x62
52435,1.1890022675736962,0x30,0xF4
53156,1.2053514739229025,0x30,0xD8
53878,1.2217233560090703,0x30,0xBC
54057,1.2257823129251701,0x1B,0x80
54077,1.2262358276643992,0xE2,0xFF
54079,1.226281179138322,0xEA,0x0F
54080,1.2263038548752834,0xF2,0x2F
54082,1.2263492063492063,0xFA,0x0F
54085,1.2264172335600907,0x1B,0x40
54105,1.2268707482993197,0x1B,0x80
54122,1.2272562358276644,0xE3,0xFF
54124,1.2273015873015873,0xEB,0x0F
54125,1.2273242630385488,0xF3,0x2F
54127,1.2273696145124717,0xFB,0x0F
54130,1.227437641723356,0x1B,0x40
54150,1.227891156462585,0x1B,0x80
54167,1.2282766439909296,0xE4,0xFF
54169,1.2283219954648525,0xEC,0x0F
54170,1.228344671201814,0xF4,0x2F
54172,1.228390022675737,0xFC,0x0F
54175,1.2284580498866213,0x1B,0x40
54599,1.2380725623582767,0x30,0xA4
54631,1.238798185941043,0x2A,0x3D
54650,1.2392290249433107,0x7A,0x0B
54661,1.2394784580498865,0xE2,0xF4
54668,1.2396371882086168,0xF2,0x04
54675,1.239795918367347,0xEA,0x24
54683,1.2399773242630385,0xFA,0x07
54687,1.2400680272108844,0x08,0x7A
54698,1.2403174603174603,0x2B,0x54
54717,1.2407482993197279,0x7B,0x09
54728,1.240997732426304,0xE3,0xF4
54735,1.241156462585034,0xF3,0x04
54742,1.2413151927437642,0xEB,0x24
54750,1.2414965986394557,0xFB,0x07
54754,1.2415873015873016,0x08,0x7B
54765,1.2418367346938775,0x2C,0x4D
54784,1.242267573696145,0x7C,0x0C
54795,1.2425170068027211,0xE4,0xF4
54802,1.2426757369614512,0xF4,0x04
54809,1.2428344671201814,0xEC,0x24
54817,1.243015873015873,0xFC,0x07
54821,1.2431065759637188,0x08,0x7C
55324,1.2545124716553289,0x30,0x88
55345,1.2549886621315194,0x08,0x01
55550,1.2596371882086168,0x1B,0x80
55564,1.259954648526077,0x1B,0x40
56045,1.2708616780045352,0x28,0x64
56047,1.2709070294784581,0x30,0x28
56768,1.2872562358276645,0x30,0x44
57489,1.3036054421768708,0x30,0x5C
57652,1.3073015873015874,0x1B,0x80
57669,1.307687074829932,0xE9,0x0F
57670,1.3077097505668933,0xF1,0x0F
57672,1.3077551020408162,0xF9,0x0F
57675,1.3078231292517006,0x1B,0x40
57742,1.3093424036281178,0x1B,0x80
57757,1.3096825396825398,0xE5,0x1F
57759,1.3097278911564625,0xED,0x2F
57760,1.309750566893424,0xF5,0x1F
57762,1.3097959183673469,0xFD,0x0F
57765,1.3098639455782313,0x1B,0x40
58212,1.32,0x30,0x78
58266,1.3212244897959184,0xF1,0x01
58273,1.3213832199546485,0xE9,0x01
58281,1.3215646258503402,0xF9,0x01
58285,1.321655328798186,0x08,0x79
58373,1.3236507936507937,0xE5,0x18
58380,1.3238095238095238,0xF5,0x27
58387,1.323968253968254,0xED,0x17
58395,1.3241496598639455,0xFD,0x06
58399,1.3242403628117914,0x08,0x7D
58934,1.3363718820861679,0x30,0x94
58971,1.3372108843537416,0x08,0x02
59019,1.3382993197278912,0x08,0x05
59657,1.3527664399092971,0x30,0xAC
59851,1.3571655328798187,0x1B,0x80
59868,1.3575510204081633,0x1B,0x40
59885,1.357936507936508,0x1B,0x80
59902,1.3583219954648527,0x1B,0x40
60379,1.369138321995465,0x30,0x0C
60432,1.3703401360544218,0x7B,0x21
60438,1.3704761904761904,0x08,0x03
60454,1.3708390022675736,0x7C,0x23
60460,1.3709750566893424,0x08,0x04
61102,1.3855328798185942,0x28,0x62
61104,1.3855782312925171,0x30,0xF0
61284,1.3896598639455782,0x1B,0x80
61299,1.39,0xE2,0xFF
61300,1.3900226757369614,0xEA,0x0F
61302,1.3900680272108843,0xF2,0x2F
61303,1.3900907029478458,0xFA,0x0F
61307,1.3901814058956916,0x1B,0x40
61326,1.3906122448979592,0x1B,0x80
61343,1.3909977324263039,0xE3,0xFF
61345,1.3910430839002268,0xEB,0x0F
61346,1.3910657596371883,0xF3,0x2F
61348,1.3911111111111112,0xFB,0x0F
61351,1.3911791383219954,0x1B,0x40
61371,1.3916326530612244,0x1B,0x80
61388,1.392018140589569,0xE4,0xFF
61390,1.392063492063492,0xEC,0x0F
61391,1.3920861678004535,0xF4,0x2F
61393,1.3921315192743764,0xFC,0x0F
61396,1.3921995464852608,0x1B,0x40
61824,1.401904761904762,0x30,0xD8
61886,1.4033106575963719,0xE2,0xF4
61893,1.403469387755102,0xF2,0x04
61900,1.4036281179138321,0xEA,0x24
61908,1.4038095238095238,0xFA,0x07
61912,1.4039002267573697,0x08,0x7A
61942,1.4045804988662132,0x7B,0x09
61953,1.404829931972789,0xE3,0xF4
61960,1.4049886621315193,0xF3,0x04
61967,1.4051473922902495,0xEB,0x24
61975,1.405328798185941,0xFB,0x07
61979,1.4054195011337869,0x08,0x7B
62009,1.4060997732426304,0x7C,0x0F
62020,1.4063492063492065,0xE4,0xF4
62027,1.4065079365079365,0xF4,0x04
62034,1.4066666666666667,0xEC,0x24
62042,1.4068480725623582,0xFC,0x07
62046,1.406938775510204,0x08,0x7C
62547,1.4182993197278913,0x30,0xBC
63269,1.434671201814059,0x30,0xA0
63992,1.4510657596371883,0x30,0x84
64715,1.4674603174603174,0x28,0x64
64718,1.4675283446712017,0x30,0x28
65438,1.4838548752834466,0x30,0x44
66160,1.5002267573696144,0x30,0x60
66182,1.5007256235827664,0x08,0x01
66199,1.501111111111111,0x08,0x02
66388,1.5053968253968253,0x1B,0x80
66402,1.5057142857142858,0x1B,0x40
66883,1.5166213151927437,0x30,0x7C
67078,1.5210430839002267,0x1B,0x80
67095,1.5214285714285714,0x1B,0x40
67112,1.521814058956916,0x1B,0x80
67129,1.5221995464852607,0x1B,0x40
67605,1.5329931972789115,0x30,0x94
67658,1.5341950113378684,0x7B,0x23
67664,1.5343310657596372,0x08,0x03
67680,1.5346938775510204,0x7C,0x21
67686,1.5348299319727892,0x08,0x04
68327,1.5493650793650793,0x30,0xB0
68491,1.5530839002267574,0x1B,0x80
68507,1.5534467120181406,0xE9,0x0F
68508,1.553469387755102,0xF1,0x0F
68510,1.553514739229025,0xF9,0x0F
68513,1.5535827664399093,0x1B,0x40
68533,1.5540362811791384,0x1B,0x80
68552,1.554467120181406,0xE2,0xFF
68554,1.554512471655329,0xEA,0x0F
68555,1.5545351473922902,0xF2,0x2F
68557,1.554580498866213,0xFA,0x0F
68560,1.5546485260770975,0x1B,0x40
68611,1.5558049886621315,0x1B,0x80
68626,1.5561451247165532,0xE5,0x1F
68628,1.5561904761904761,0xED,0x2F
68629,1.5562131519274376,0xF5,0x1F
68631,1.5562585034013605,0xFD,0x0F
68634,1.556326530612245,0x1B,0x40
69050,1.5657596371882085,0x30,0x08
69103,1.5669614512471655,0xF1,0x01
69110,1.5671201814058957,0xE9,0x01
69118,1.5673015873015872,0xF9,0x01
69122,1.567392290249433,0x08,0x79
69133,1.5676417233560092,0x2A,0x24
69152,1.5680725623582767,0x7A,0x0D
69163,1.5683219954648526,0xE2,0xF4
69170,1.5684807256235829,0xF2,0x04
69177,1.568639455782313,0xEA,0x24
69185,1.5688208616780046,0xFA,0x07
69189,1.5689115646258502,0x08,0x7A
69261,1.5705442176870748,0xE5,0x18
69268,1.570702947845805,0xF5,0x27
69275,1.5708616780045352,0xED,0x17
69283,1.5710430839002267,0xFD,0x06
69287,1.5711337868480726,0x08,0x7D
69772,1.5821315192743763,0x28,0x62
69774,1.5821768707482993,0x30,0xF0
69858,1.5840816326530611,0x08,0x05
70496,1.598548752834467,0x30,0xD4
71218,1.6149206349206349,0x30,0xB8
71940,1.6312925170068027,0x30,0xA0
72662,1.6476643990929705,0x30,0x84
73387,1.6641043083900227,0x28,0x64
73389,1.6641496598639456,0x30,0x2C
73426,1.6649886621315193,0x08,0x02
74107,1.6804308390022675,0x30,0x44
74831,1.6968480725623583,0x30,0x60
75552,1.7131972789115646,0x30,0x7C
75730,1.717233560090703,0x1B,0x80
75750,1.717687074829932,0xE2,0xFF
75752,1.717732426303855,0xEA,0x0F
75753,1.7177551020408164,0xF2,0x2F
75755,1.7178004535147393,0xFA,0x0F
75758,1.7178684807256235,0x1B,0x40
75778,1.7183219954648525,0x1B,0x80
75795,1.7187074829931972,0xE3,0xFF
75797,1.7187528344671201,0xEB,0x0F
75798,1.7187755102040816,0xF3,0x2F
75800,1.7188208616780045,0xFB,0x0F
75803,1.718888888888889,0x1B,0x40
75823,1.719342403628118,0x1B,0x80
75840,1.7197278911564626,0xE4,0xFF
75842,1.7197732426303856,0xEC,0x0F
75843,1.719795918367347,0xF4,0x2F
75845,1.71984126984127,0xFC,0x0F
75848,1.7199092970521541,0x1B,0x40
76275,1.7295918367346939,0x30,0x98
76307,1.7303174603174603,0x2A,0x39
76326,1.7307482993197278,0x7A,0x11
76337,1.730997732426304,0xE2,0xF4
76344,1.731156462585034,0xF2,0x04
76351,1.7313151927437642,0xEA,0x24
76359,1.7314965986394557,0xFA,0x07
76363,1.7315873015873016,0x08,0x7A
76374,1.7318367346938774,0x2B,0x4C
76393,1.732267573696145,0x7B,0x0B
76404,1.7325170068027211,0xE3,0xF4
76411,1.7326757369614512,0xF3,0x04
76418,1.7328344671201814,0xEB,0x24
76426,1.7330158730158731,0xFB,0x07
76430,1.7331065759637188,0x08,0x7B
76441,1.7333560090702949,0x2C,0x49
76460,1.7337868480725624,0x7C,0x0E
76471,1.7340362811791383,0xE4,0xF4
76478,1.7341950113378686,0xF4,0x04
76485,1.7343537414965986,0xEC,0x24
76493,1.7345351473922903,0xFC,0x07
76497,1.734625850340136,0x08,0x7C
76998,1.7459863945578231,0x30,0xB0
77020,1.746485260770975,0x08,0x01
77226,1.751156462585034,0x1B,0x80
77240,1.7514739229024943,0x1B,0x40
77721,1.7623809523809524,0x30,0x08
78444,1.7787755102040816,0x28,0x62
78446,1.7788208616780046,0x30,0xEC
79167,1.795170068027211,0x30,0xD0
79331,1.798888888888889,0x1B,0x80
79348,1.7992743764172336,0xE9,0x0F
79349,1.799297052154195,0xF1,0x0F
79351,1.7993424036281178,0xF9,0x0F
79354,1.7994104308390022,0x1B,0x40
79421,1.8009297052154194,0x1B,0x80
79436,1.8012698412698414,0xE5,0x1F
79438,1.8013151927437643,0xED,0x2F
79439,1.8013378684807255,0xF5,0x1F
79441,1.8013832199546485,0xFD,0x0F
79444,1.8014512471655328,0x1B,0x40
79888,1.8115192743764172,0x30,0xB8
79941,1.8127210884353742,0xF1,0x01
79948,1.8128798185941044,0xE9,0x01
79956,1.813061224489796,0xF9,0x01
79960,1.8131519274376418,0x08,0x79
80048,1.8151473922902495,0xE5,0x18
80055,1.8153061224489795,0xF5,0x27
80062,1.8154648526077097,0xED,0x17
80070,1.8156462585034014,0xFD,0x06
80074,1.815736961451247,0x08,0x7D
80610,1.827891156462585,0x30,0x9C
80647,1.8287301587301588,0x08,0x02
80695,1.8298185941043084,0x08,0x05
81334,1.8443083900226758,0x30,0x80
81528,1.8487074829931973,0x1B,0x80
81545,1.849092970521542,0x1B,0x40
81562,1.8494784580498866,0x1B,0x80
81579,1.8498639455782313,0x1B,0x40
82055,1.860657596371882,0x28,0x64
82057,1.860702947845805,0x30,0x30
82110,1.861904761904762,0x7B,0x23
82116,1.8620408163265305,0x08,0x03
82132,1.862403628117914,0x7C,0x23
82138,1.8625396825396825,0x08,0x04
82780,1.8770975056689343,0x30,0x48
82958,1.8811337868480726,0x1B,0x80
82973,1.8814739229024944,0xE2,0xFF
82975,1.8815192743764173,0xEA,0x0F
82976,1.8815419501133788,0xF2,0x2F
82978,1.8815873015873017,0xFA,0x0F
82981,1.8816553287981859,0x1B,0x40
83001,1.882108843537415,0x1B,0x80
83018,1.8824943310657596,0xE3,0xFF
83020,1.8825396825396825,0xEB,0x0F
83021,1.882562358276644,0xF3,0x2F
83023,1.882607709750567,0xFB,0x0F
83026,1.8826757369614513,0x1B,0x40
83046,1.8831292517006804,0x1B,0x80
83063,1.883514739229025,0xE4,0xFF
83065,1.883560090702948,0xEC,0x0F
83066,1.8835827664399094,0xF4,0x2F
83068,1.8836281179138321,0xFC,0x0F
83071,1.8836961451247165,0x1B,0x40
83502,1.893469387755102,0x30,0x64
83564,1.894875283446712,0xE2,0xF4
83571,1.8950340136054422,0xF2,0x04
83578,1.8951927437641722,0xEA,0x24
83586,1.895374149659864,0xFA,0x07
83590,1.8954648526077098,0x08,0x7A
83620,1.8961451247165533,0x7B,0x17
83631,1.8963945578231292,0xE3,0xF4
83638,1.8965532879818594,0xF3,0x04
83645,1.8967120181405897,0xEB,0x24
83653,1.8968934240362811,0xFB,0x07
83657,1.896984126984127,0x08,0x7B
83687,1.8976643990929705,0x7C,0x18
83698,1.8979138321995466,0xE4,0xF4
83705,1.8980725623582766,0xF4,0x04
83712,1.8982312925170068,0xEC,0x24
83720,1.8984126984126983,0xFC,0x07
83724,1.8985034013605442,0x08,0x7C
84224,1.90984126984127,0x30,0x80
84945,1.9261904761904762,0x30,0x98
85669,1.942607709750567,0x30,0xB4
86390,1.9589569160997733,0x30,0x04
87113,1.9753514739229026,0x28,0x62
87115,1.9753968253968255,0x30,0xEC
87136,1.9758730158730158,0x08,0x01
87153,1.9762585034013604,0x08,0x02
87837,1.9917687074829933,0x30,0xD0
88063,1.9968934240362812,0x1B,0x80
88077,1.9972108843537415,0x1B,0x40
88558,2.0081179138321996,0x30,0xB4
88754,2.012562358276644,0x1B,0x80
88771,2.0129478458049888,0x1B,0x40
88788,2.013333333333333,0x1B,0x80
88805,2.013718820861678,0x1B,0x40
89281,2.0245124716553287,0x30,0x98
89334,2.025714285714286,0x7B,0x23
89340,2.0258503401360546,0x08,0x03
89356,2.0262131519274376,0x7C,0x23
89362,2.0263492063492063,0x08,0x04
89433,2.0279591836734694,0x1B,0x80
89437,2.0280498866213152,0x1B,0x40
89469,2.0287755102040816,0x1B,0x80
89473,2.0288662131519275,0x1B,0x40
89494,2.029342403628118,0x1B,0x80
89498,2.0294331065759637,0x1B,0x40
89519,2.0299092970521544,0x1B,0x80
89523,2.03,0x1B,0x40
89544,2.0304761904761905,0x1B,0x80
89548,2.0305668934240364,0x1B,0x40
89569,2.0310430839002267,0x1B,0x80
89573,2.0311337868480726,0x1B,0x40
90006,2.040952380952381,0x30,0x80
90143,2.0440589569161,0x1B,0x80
90150,2.04421768707483,0x1B,0x40
90176,2.0448072562358277,0x1B,0x80
90203,2.045419501133787,0xE0,0x7F
90205,2.0454648526077097,0xE8,0x6F
90206,2.045487528344671,0xF0,0x8F
90208,2.045532879818594,0xF8,0x0F
90209,2.0455555555555556,0x08,0x00
90211,2.0456009070294785,0x1B,0x40
90238,2.0462131519274376,0x1B,0x80
90248,2.046439909297052,0x1B,0x40
90273,2.0470068027210884,0x1B,0x80
90297,2.047551020408163,0xE9,0x0F
90299,2.047596371882086,0xF1,0x0F
90300,2.0476190476190474,0xF9,0x0F
90304,2.0477097505668933,0x1B,0x40
90323,2.048140589569161,0x1B,0x80
90332,2.048344671201814,0x1B,0x40
90358,2.048934240362812,0x1B,0x80
90380,2.0494331065759637,0xE2,0xFF
90382,2.0494784580498866,0xEA,0x0F
90383,2.049501133786848,0xF2,0x2F
90385,2.049546485260771,0xFA,0x0F
90388,2.0496145124716554,0x1B,0x40
90408,2.050068027210884,0x1B,0x80
90420,2.050340136054422,0x1B,0x40
90437,2.050725623582766,0x1B,0x80
90449,2.050997732426304,0x1B,0x40
90466,2.0513832199546487,0x1B,0x80
90475,2.0515873015873014,0x1B,0x40
90501,2.0521768707482995,0x1B,0x80
90523,2.0526757369614512,0xE5,0x1F
90525,2.052721088435374,0xED,0x2F
90526,2.0527437641723356,0xF5,0x1F
90528,2.0527891156462585,0xFD,0x0F
90531,2.052857142857143,0x1B,0x40
90725,2.0572562358276643,0x28,0x64
90727,2.057301587301587,0x30,0x1C
90742,2.057641723356009,0xE0,0x73
90753,2.0578911564625852,0xE8,0x84
90766,2.058185941043084,0xF0,0x63
90778,2.0584580498866214,0xF8,0x08
90783,2.0585714285714287,0x08,0x78
90822,2.0594557823129254,0xE9,0x01
90835,2.059750566893424,0xF1,0x01
90847,2.0600226757369615,0xF9,0x01
90852,2.060136054421769,0x08,0x79
90863,2.0603854875283445,0x2A,0x24
90880,2.0607709750566894,0xE2,0xF4
90891,2.0610204081632655,0xEA,0x24
90904,2.061315192743764,0xF2,0x04
90916,2.0615873015873016,0xFA,0x07
90921,2.061700680272109,0x08,0x7A
90982,2.0630839002267574,0xE5,0x18
90994,2.063356009070295,0xED,0x17
91006,2.063628117913832,0xF5,0x27
91018,2.0639002267573696,0xFD,0x06
91023,2.064013605442177,0x08,0x7D
91448,2.0736507936507937,0x30,0x34
91532,2.0755555555555554,0x08,0x05
92173,2.0900907029478457,0x30,0x50
92893,2.106417233560091,0x30,0x6C
93618,2.1228571428571428,0x30,0x84
94339,2.1392063492063493,0x30,0xA0
95061,2.155578231292517,0x30,0x1C
95098,2.1564172335600906,0x08,0x02
95783,2.171950113378685,0x30,0x00
96508,2.188390022675737,0x28,0x62
96510,2.18843537414966,0x30,0xE4
97228,2.204716553287982,0x30,0xC8
97408,2.2087981859410433,0x1B,0x80
97427,2.2092290249433106,0xE2,0xFF
97429,2.2092743764172336,0xEA,0x0F
97430,2.209297052154195,0xF2,0x2F
97432,2.209342403628118,0xFA,0x0F
97435,2.2094104308390023,0x1B,0x40
97455,2.209863945578231,0x1B,0x80
97462,2.2100226757369614,0x1B,0x40
97487,2.2105895691609976,0x1B,0x80
97508,2.2110657596371883,0xE3,0xFF
97509,2.21108843537415,0xEB,0x0F
97511,2.2111337868480727,0xF3,0x2F
97512,2.211156462585034,0xFB,0x0F
97516,2.21124716553288,0x1B,0x40
97535,2.2116780045351474,0x1B,0x80
97542,2.2118367346938776,0x1B,0x40
97568,2.2124263038548753,0x1B,0x80
97583,2.2127664399092972,0xE4,0xFF
97585,2.21281179138322,0xEC,0x0F
97586,2.2128344671201816,0xF4,0x2F
97588,2.212879818594104,0xFC,0x0F
97591,2.2129478458049885,0x1B,0x40
97953,2.221156462585034,0x30,0xB0
97985,2.2218820861678004,0x2A,0x34
98004,2.222312925170068,0x7A,0x0D
98015,2.222562358276644,0xE2,0xF4
98022,2.222721088435374,0xF2,0x04
98029,2.2228798185941043,0xEA,0x24
98037,2.223061224489796,0xFA,0x07
98041,2.223151927437642,0x08,0x7A
98051,2.223378684807256,0x2B,0x48
98068,2.223764172335601,0xE3,0xF4
98079,2.224013605442177,0xEB,0x24
98092,2.2243083900226757,0xF3,0x04
98098,2.2244444444444444,0x7B,0x0D
98104,2.2245804988662132,0xFB,0x07
98109,2.2246938775510205,0x08,0x7B
98120,2.224943310657596,0x2C,0x44
98137,2.225328798185941,0xE4,0xF4
98148,2.225578231292517,0xEC,0x24
98161,2.225873015873016,0xF4,0x04
98167,2.2260090702947846,0x7C,0x10
